date,houseId,city,address,houseType,status,numberRooms,numberBathrooms1,numberBathrooms,numberKitchens1,numberKitchens,numberBalconies1,numberBalconies,loungeType,houseSpace,landArea,elevator1,elevator,carParking1,carParking,heating1,heating,price,priceType,priceUS
2020-03-14,242375,RB,-  مدينة رام الله,apartment,B,3,0,,1,1,2,2,يوجد,150,,1,نعم,1,نعم,0,,600,دولار,600
2020-03-14,242383,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,صالة كبيرة,135,135,1,نعم,1,نعم,0,,2200,شيكل,660
2020-03-14,242384,N,-  مدينة نابلس,apartment,A,2,1,1,1,1,0,,لا يوجد,,,0,,0,,0,,900,شيكل,270
2020-03-14,242386,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,2,2,صالون وصالة صغيرة,100,,1,نعم,1,نعم,0,,1500,شيكل,450
2020-03-14,242387,RB,- بيتونيا,apartment,B,2,1,1,1,1,0,,صالة,100,,1,نعم,1,نعم,0,,1100,شيكل,330
2020-03-14,242388,RB,- الطيرة,apartment,A,2,2,2,1,1,1,1,صالة,100,,1,نعم,1,نعم,0,,550,دولار,550
2020-03-14,242394,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,1,1,صالة +غرفة سفرة,150,,0,,0,,0,,1500,شيكل,450
2020-03-14,242397,RB,-  مدينة رام الله,apartment,A,2,1,1,1,1,1,1,صااون وسفرة,60,,1,نعم,1,نعم,1,نعم,500,دولار,500
2020-03-14,242403,RB,-  مدينة رام الله,Roof,A,1,1,1,1,1,1,1,صالون,100,,1,نعم,1,نعم,1,نعم,500,دولار,500
2020-03-14,242404,RB,- سردا,apartment,B,3,2,2,1,1,2,2,1,180,,1,نعم,1,نعم,0,,550,دولار,550
2020-03-14,242407,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,2,2,1,170,,1,نعم,1,نعم,1,نعم,950,دولار,950
2020-03-14,242408,N,-  مدينة نابلس,apartment,B,4,3,3,1,1,2,2,يوجد صاله كبيره,165,,1,نعم,1,نعم,0,,350,دينار,493.5
2020-03-14,242409,RB,-  مدينة البيرة,apartment,B,3,2,2,1,1,3,3,1,,,0,,1,نعم,0,,500,دولار,500
2020-03-14,242411,RB,-  مدينة رام الله,apartment,C,3,3,3,1,1,1,1,2,180,,1,نعم,1,نعم,1,نعم,800,دولار,800
2020-03-14,242416,RB,-  مدينة البيرة,apartment,A,1,1,1,1,1,0,,صالة,,,1,نعم,1,نعم,0,,450,دولار,450
2020-03-15,242422,RB,-  مدينة البيرة,apartment,B,1,0,,0,,0,,,,,0,,0,,0,,400,دولار,400
2020-03-14,242423,N,-  مدينة نابلس,apartment,A,3,2,2,1,1,0,0,يوجد صالون كبير,120,400,0,,0,,0,,2300,شيكل,690
2020-03-14,242424,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,1,160,0,1,نعم,1,نعم,0,,600,دولار,600
2020-03-18,242425,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,3,3,2,215,0,1,نعم,1,نعم,1,نعم,750,دولار,750
2020-03-14,242426,RB,-  مدينة البيرة,apartment,B,3,3,3,1,1,1,1,صالة- صالون,170,,1,نعم,1,نعم,0,,650,دولار,650
2020-03-14,242427,RB,-  مدينة رام الله,apartment,A,2,2,2,1,1,1,1,1,145,0,1,نعم,1,نعم,1,نعم,750,دولار,750
2020-03-14,242428,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,1,1,1,160,0,1,نعم,1,نعم,1,نعم,700,دولار,700
2020-03-14,242432,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,1,1,صالة,,,0,,1,نعم,0,,1400,شيكل,420
2020-03-15,242434,JR,- الرام,apartment,B,3,1,1,1,1,2,2,صالة,140,,0,,0,,0,,1000,شيكل,300
2020-03-15,242437,N,-  مدينة نابلس,apartment,A,4,2,2,1,1,1,1,صالحه كبيرة,155,,1,نعم,1,نعم,0,,700,شيكل,210
2020-03-15,242438,RB,- بير زيت,apartment,B,3,2,2,1,1,1,1,,,,1,نعم,1,نعم,0,,1400,شيكل,420
2020-03-15,242441,RB,- الطيرة,apartment,A,2,1,1,1,1,2,2,صالة واسعة,,,0,,1,نعم,1,نعم,800,دولار,800
2020-03-15,242443,RB,-  مدينة رام الله,apartment,B,3,1,1,1,1,0,0,صالة كبيرة,120,550,0,,0,,0,,450,دولار,450
2020-03-15,242446,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,1,1,1,70,0,1,نعم,1,نعم,1,نعم,550,دولار,550
2020-03-15,242447,RB,-  مدينة رام الله,apartment,B,2,0,,0,,0,,,,,0,,0,,0,,400,شيكل,120
2020-03-15,242448,RB,-  مدينة البيرة,apartment,A,2,1,1,0,,1,1,,100,,1,نعم,1,نعم,0,,450,دولار,450
2020-03-16,242451,RB,- كفر عقب,apartment,B,2,1,1,1,1,0,,نعم,85,,1,نعم,0,,0,,450,دولار,450
2020-03-15,242462,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,1,1,2,,,1,نعم,1,نعم,0,,450,دولار,450
2020-03-15,242463,RB,- الطيرة,apartment,A,3,3,3,1,1,1,1,2,155,,1,نعم,1,نعم,1,نعم,800,دولار,800
2020-03-15,242470,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,1,1,2,,,1,نعم,1,نعم,1,نعم,750,دولار,750
2020-03-15,242471,RB,-  مدينة البيرة,apartment,B,2,1,1,1,1,0,,صالة,,,0,,0,,0,,500,دولار,500
2020-03-25,242473,RB,- بيتونيا,apartment,B,2,1,1,1,1,0,,صالة,80,,1,نعم,1,نعم,0,,1000,شيكل,300
2020-03-15,242474,RB,-  مدينة البيرة,apartment,A,3,3,3,1,1,2,2,صالة- صالون,180,,1,نعم,1,نعم,0,,700,دولار,700
2020-03-15,242479,RB,-  مدينة البيرة,apartment,A,1,1,1,1,1,1,1,,,,0,,0,,0,,350,دولار,350
2020-03-15,242482,RB,-  مدينة رام الله,apartment,A,2,2,2,1,1,1,1,2,180,0,1,نعم,1,نعم,1,نعم,1000,دولار,1000
2020-03-16,242483,RB,-  مدينة رام الله,apartment,A,2,2,2,1,1,0,,صالة كبيرة,140,,1,نعم,1,نعم,0,,600,دولار,600
2020-03-18,242485,T,-  مدينة طولكرم,apartment,C,3,1,1,1,1,0,,,,,0,,0,,0,,1200,شيكل,360
2020-03-16,242487,H,-  مدينة الخليل,apartment,B,2,1,1,1,1,1,1,صالة كبيره جدا,100,100,1,نعم,1,نعم,0,,3000,دينار,4230
2020-03-21,242489,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,2,2,2,160,180,1,نعم,1,نعم,1,نعم,900,دولار,900
2020-03-16,242493,RB,-  مدينة البيرة,apartment,A,1,1,1,0,0,1,1,لا,20,-2,1,نعم,1,نعم,0,,1200,شيكل,360
2020-03-16,242495,RB,- بير نبالا,apartment,A,3,1,1,1,1,2,2,نعم,130,600,0,,0,,0,,1200,شيكل,360
2020-03-16,242496,RB,-  مدينة رام الله,apartment,B,2,2,2,1,1,1,1,صالة وصالون,130,,1,نعم,1,نعم,0,,1500,شيكل,450
2020-03-16,242497,RB,-  مدينة رام الله,apartment,A,2,2,2,1,1,0,,صالة وصالون,100,,1,نعم,1,نعم,0,,600,دولار,600
2020-03-16,242500,N,-  مدينة نابلس,apartment,B,3,3,3,1,1,1,1,صالة كبيرة,160,,0,,0,,0,,3500,دينار,4935
2020-03-18,242501,RB,- بيتونيا,apartment,A,2,2,2,1,1,0,,,120,,1,نعم,1,نعم,0,,500,دولار,500
2020-03-16,242510,RB,- قدورة,apartment,B,1,1,1,0,0,0,0,غرفه واحده,21,,0,,0,,0,,1200,شيكل,360
2020-03-16,242512,RB,- سردا,apartment,B,3,2,2,1,1,2,2,2,,,1,نعم,1,نعم,0,,550,دولار,550
2020-03-16,242520,RB,-  مدينة رام الله,apartment,B,1,1,1,1,1,0,,صالة,50,,1,نعم,1,نعم,0,,350,دولار,350
2020-03-16,242523,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,1,160,0,1,نعم,1,نعم,0,,600,دولار,600
2020-03-16,242524,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,1,1,1,160,0,1,نعم,1,نعم,0,,500,دولار,500
2020-03-16,242526,RB,-  مدينة رام الله,apartment,A,2,2,2,1,1,1,1,1,150,0,1,نعم,1,نعم,1,نعم,900,دولار,900
2020-03-16,242529,RB,-  مدينة البيرة,apartment,A,2,2,2,1,1,1,1,صالة,110,,0,,0,,0,,550,دولار,550
2020-03-19,242530,RB,-  مدينة رام الله,apartment,A,1,2,2,1,1,1,1,صاله كبيره,16,135,0,,1,نعم,0,,550,شيكل,165
2020-03-16,242532,RB,- بيتونيا,apartment,B,1,1,1,1,1,1,1,صالة,,,1,نعم,1,نعم,0,,900,شيكل,270
2020-03-16,242537,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,1,1,يوجد,60,0,1,نعم,1,نعم,1,نعم,500,دولار,500
2020-03-17,242543,RB,-  مدينة البيرة,apartment,B,2,2,2,1,1,3,3,صالة و غرفة طعام كبيرة,140,,0,,0,,0,,1600,شيكل,480
2020-03-17,242544,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,1,1,يوجد صالة وصالون كبيرة,,,0,,0,,0,,1300,شيكل,390
2020-03-19,242545,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,1,1,صالة على صالون,,,0,,0,,0,,1100,شيكل,330
2020-03-17,242548,RB,-  مدينة البيرة,apartment,B,2,1,1,1,1,2,2,نعم,,,1,نعم,1,نعم,0,,1500,شيكل,450
2020-03-17,242551,B,- الدوحة,apartment,B,3,0,,0,,0,,,100,500,0,,0,,0,,1200,شيكل,360
2020-03-17,242552,J,-  مدينة اريحا,apartment,A,1,1,1,1,1,1,1,لايوجد,32,100,0,,1,نعم,0,,1000,شيكل,300
2020-03-19,242553,T,-  مدينة طولكرم,apartment,B,3,0,,1,1,0,,برنده خارجيه,100,,0,,1,نعم,0,,1250,شيكل,375
2020-03-17,242554,N,-  مدينة نابلس,apartment,A,3,1,1,1,1,1,1,صالة وسط,110,605,0,,0,,0,,1400,شيكل,420
2020-03-17,242555,RB,- بيتونيا,apartment,A,3,2,2,1,1,1,1,صالة كبيرة ومرتبة,140,200,0,,0,,0,,100,دولار,100
2020-03-17,242558,RB,- بيتونيا,apartment,A,3,2,2,1,1,2,2,نعم,,,1,نعم,1,نعم,0,,1800,شيكل,540
2020-03-17,242559,RB,-  مدينة البيرة,apartment,A,2,1,1,1,1,1,1,نعم,100,,1,نعم,0,,0,,1700,شيكل,510
2020-03-17,242563,RB,- سردا,apartment,B,3,3,3,1,1,2,2,1,180,,1,نعم,1,نعم,1,نعم,550,دولار,550
2020-03-17,242566,RB,-  مدينة رام الله,apartment,A,2,2,2,1,1,0,0,يوجد,130,,1,نعم,1,نعم,0,,600,دولار,600
2020-03-17,242568,T,-  مدينة طولكرم,apartment,B,4,2,2,1,1,0,,صالة كبيرة,144,,1,نعم,0,,0,,1400,شيكل,420
2020-03-19,242570,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,3,3,2,200,,1,نعم,1,نعم,1,نعم,800,دولار,800
2020-03-17,242576,RB,- بيتونيا,apartment,B,3,2,2,1,1,1,1,2,,,1,نعم,1,نعم,0,,1400,شيكل,420
2020-03-17,242578,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,1,1,1,160,0,1,نعم,1,نعم,1,نعم,1000,دولار,1000
2020-03-17,242579,RB,-  مدينة رام الله,apartment,A,2,2,2,1,1,1,1,1,150,0,1,نعم,1,نعم,1,نعم,1000,دولار,1000
2020-03-17,242580,RB,-  مدينة رام الله,apartment,A,2,2,2,1,1,1,1,1,140,0,1,نعم,1,نعم,1,نعم,750,دولار,750
2020-03-17,242581,RB,- ضاحية الريحان,apartment,B,3,2,2,1,1,1,1,نعم,160,,1,نعم,1,نعم,0,,550,دولار,550
2020-03-17,242584,RB,-  مدينة البيرة,apartment,A,1,1,1,1,1,0,,صالة,,,1,نعم,1,نعم,0,,400,دولار,400
2020-03-17,242585,JN,-  مدينة جنين,apartment,B,3,2,2,1,1,0,0,صالة كبيرة,150,,0,,0,,0,,1000,شيكل,300
2020-03-17,242586,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,0,,,,,0,,0,,0,,1000,شيكل,300
2020-03-17,242588,RB,-  مدينة البيرة,apartment,B,3,2,2,1,1,1,1,صالة- صالون,150,,1,نعم,1,نعم,1,نعم,550,دولار,550
2020-03-17,242589,RB,-  مدينة البيرة,apartment,B,4,2,2,1,1,2,2,صالة كبيرة,170,,0,,0,,0,,1800,شيكل,540
2020-03-18,242591,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,0,0,الصاله مع المطبخ,25,140,0,,0,,0,,1200,شيكل,360
2020-03-19,242601,N,-  مدينة نابلس,apartment,B,2,2,2,1,1,0,0,صالة كبيرة,130,2000,0,,1,نعم,0,,3000,دينار,4230
2020-03-18,242603,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,1,1,يوجد.,180,,1,نعم,1,نعم,0,,700,دولار,700
2020-03-18,242604,RB,- بيتونيا,apartment,B,3,2,2,1,1,2,2,,140,,1,نعم,1,نعم,0,,1400,شيكل,420
2020-03-18,242605,RB,-  مدينة البيرة,apartment,A,3,1,1,1,1,1,1,يوجد.,150,,0,,0,,0,,700,دولار,700
2020-03-18,242609,RB,- الطيرة,apartment,A,3,3,3,1,1,1,1,صالة وصالون,,,1,نعم,1,نعم,1,نعم,850,دولار,850
2020-03-18,242610,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,0,,صالون,140,,1,نعم,1,نعم,0,,400,دولار,400
2020-03-18,242613,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,1,1,صالون,,,1,نعم,1,نعم,0,,250,دولار,250
2020-03-18,242614,JR,- كفر عقب,apartment,B,2,1,1,1,1,0,,صالة وسط,95,,1,نعم,0,,0,,1600,شيكل,480
2020-08-05,242621,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,1,1,1,160,,1,نعم,1,نعم,0,,800,دولار,800
2020-03-23,242624,RB,-  مدينة رام الله,apartment,A,2,2,2,1,1,1,1,1,150,0,1,نعم,1,نعم,1,نعم,600,دولار,600
2020-03-18,242625,RB,-  مدينة رام الله,apartment,B,3,3,3,2,2,1,1,صالة,160,,1,نعم,1,نعم,0,,550,دولار,550
2020-03-18,242626,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,1,1,صالة,,,1,نعم,1,نعم,1,نعم,500,دولار,500
2020-03-18,242630,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,2,,,1,نعم,1,نعم,0,,800,دولار,800
2020-03-18,242631,RB,-  مدينة البيرة,apartment,A,1,1,1,1,1,0,,,,,1,نعم,1,نعم,0,,400,دولار,400
2020-03-18,242632,RB,- ضاحية الريحان,apartment,B,3,2,2,1,1,1,1,ضالون وصالة وسفرة,160,,1,نعم,1,نعم,0,,550,دولار,550
2020-03-18,242633,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,0,,2,,,1,نعم,1,نعم,1,نعم,800,دولار,800
2020-03-18,242636,H,-  مدينة الخليل,apartment,B,4,2,2,1,1,1,1,نعم,145,1000,1,نعم,1,نعم,0,,3000,دينار,4230
2020-03-18,242637,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,نعم,135,135,1,نعم,1,نعم,0,,2200,شيكل,660
2020-03-26,242639,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,1,1,1,70,0,1,نعم,1,نعم,1,نعم,550,دولار,550
2020-03-19,242640,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,1,1,1,85,1,1,نعم,1,نعم,1,نعم,500,دولار,500
2020-03-19,242641,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,1,1,1,85,1,1,نعم,1,نعم,1,نعم,550,دولار,550
2020-03-19,242642,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,1,160,1,1,نعم,1,نعم,0,,600,دولار,600
2020-03-19,242643,RB,-  مدينة البيرة,apartment,A,1,1,1,1,1,0,,صالة,,,1,نعم,1,نعم,0,,400,دولار,400
2020-03-19,242644,RB,-  مدينة رام الله,apartment,B,1,1,1,1,1,0,,صاله مع مطبخ,60,,1,نعم,1,نعم,0,,350,دولار,350
2020-03-19,242646,RB,- بيتونيا,apartment,B,2,1,1,1,1,1,1,صاله كبيره,88,697,1,نعم,1,نعم,0,,1200,شيكل,360
2020-03-19,242651,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,0,0,صاله كبيرة مع غرفه جلوس,170,185,1,نعم,1,نعم,1,نعم,1100,دولار,1100
2020-03-19,242656,RB,-  مدينة رام الله,apartment,B,4,2,2,1,1,2,2,نعم,160,,0,,1,نعم,0,,1100,شيكل,330
2020-03-19,242658,N,-  مدينة نابلس,apartment,A,3,2,2,1,1,1,1,صالة مفروشة,135,,0,,0,,0,,1500,شيكل,450
2020-03-19,242660,RB,- بيتونيا,apartment,A,2,1,1,1,1,1,1,يوجد صالة,,,0,,0,,0,,350,شيكل,105
2020-03-19,242662,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,1,1,2,170,,1,نعم,1,نعم,1,نعم,700,دولار,700
2020-03-19,242663,RB,-  مدينة البيرة,apartment,A,3,3,3,1,1,1,1,2,160,,1,نعم,1,نعم,1,نعم,700,دولار,700
2020-03-19,242664,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,0,,2,,,1,نعم,0,,0,,600,دولار,600
2020-03-19,242665,JN,-  مدينة جنين,apartment,A,3,1,1,1,1,1,1,1,,,1,نعم,0,,0,,1500,شيكل,450
2020-03-22,242667,RB,- روابي,apartment,A,4,3,3,1,1,2,2,صالةكبيرة,170,,1,نعم,1,نعم,1,نعم,340,شيكل,102
2020-03-19,242668,RB,-  مدينة رام الله,apartment,A,2,0,,0,,0,,,,,0,,0,,0,,350,شيكل,105
2020-03-19,242670,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,1,1,2,170,,1,نعم,1,نعم,0,,800,دولار,800
2020-03-19,242671,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,1,1,صالة,,,0,,0,,0,,1400,شيكل,420
2020-03-19,242672,RB,-  مدينة البيرة,apartment,B,3,1,1,1,1,0,,صالة,,,1,نعم,1,نعم,0,,400,دولار,400
2020-03-19,242673,RB,-  مدينة البيرة,apartment,B,2,1,1,1,1,0,,صالة,,,1,نعم,1,نعم,0,,1500,شيكل,450
2020-03-19,242675,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,5,5,1,220,,1,نعم,1,نعم,1,نعم,600,دولار,600
2020-03-19,242676,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,2,2,1,175,,1,نعم,1,نعم,1,نعم,950,دولار,950
2020-03-19,242677,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,0,0,,,,1,نعم,0,,0,,350,دولار,350
2020-03-19,242678,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,0,,صالون,140,,1,نعم,0,,0,,500,دولار,500
2020-03-19,242681,RB,-  مدينة رام الله,apartment,A,2,1,1,1,1,1,1,,90,,1,نعم,1,نعم,0,,1500,شيكل,450
2020-03-21,242688,RB,-  مدينة البيرة,apartment,B,2,1,1,1,1,1,1,صاله كبيره,120,120,0,,1,نعم,0,,1200,شيكل,360
2020-03-21,242691,RB,- بيتونيا,apartment,B,3,2,2,1,1,2,2,نعم,0,0,0,,1,نعم,0,,350,شيكل,105
2020-03-21,242692,H,-  مدينة الخليل,apartment,B,2,2,2,1,1,1,1,يوجد صاله,100,,0,,0,,0,,2500,دينار,3525
2020-03-21,242694,RB,-  مدينة رام الله,apartment,A,2,2,2,1,1,1,1,,,,1,نعم,1,نعم,1,نعم,900,دولار,900
2020-03-21,242695,RB,-  مدينة البيرة,apartment,A,2,1,1,1,1,1,1,,,,1,نعم,1,نعم,0,,600,دولار,600
2020-03-21,242696,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,1,1,نعم,170,,1,نعم,1,نعم,0,,800,دولار,800
2020-03-21,242698,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,صالة كبيرة,130,,1,نعم,0,,0,,2000,شيكل,600
2020-03-21,242699,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,1,1,صالة كبيرة,135,135,1,نعم,1,نعم,0,,400,دولار,400
2020-03-21,242702,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,1,1,صاله صالون,160,,1,نعم,0,,1,نعم,600,دولار,600
2020-03-21,242704,RB,- بيتونيا,apartment,A,2,2,2,1,1,0,,نعم,120,,1,نعم,1,نعم,0,,500,دولار,500
2020-03-23,242705,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,1,1,نعم,160,,0,,0,,0,,500,دولار,500
2020-03-21,242707,RB,- بيتونيا,apartment,B,2,2,2,1,1,0,,1,,,0,,0,,0,,1000,شيكل,300
2020-03-22,242708,RB,-  مدينة رام الله,apartment,B,1,1,1,1,1,0,,صالة كبيرة,60,80,0,,0,,0,,650,شيكل,195
2020-03-21,242710,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,0,,يوجد.,130,,1,نعم,1,نعم,0,,700,دولار,700
2020-03-21,242712,RB,- بير زيت,apartment,B,3,1,1,1,1,2,2,صاله واسعه,,,0,,0,,0,,280,دينار,394.8
2020-03-22,242713,RB,-  مدينة رام الله,apartment,A,2,1,1,1,1,0,0,صاله,,,1,نعم,1,نعم,0,,600,دولار,600
2020-06-06,242717,RB,-  مدينة البيرة,apartment,B,2,2,2,1,1,1,1,صالون  وسفره ومعيشه,125,,1,نعم,1,نعم,0,,1600,شيكل,480
2020-03-21,242718,RB,-  مدينة البيرة,apartment,B,2,1,1,1,1,0,,1,,,1,نعم,1,نعم,0,,400,دولار,400
2020-03-21,242719,RB,-  مدينة رام الله,apartment,A,2,2,2,1,1,1,1,1,,,1,نعم,1,نعم,0,,500,دولار,500
2020-03-21,242721,RB,-  مدينة رام الله,Roof,A,2,2,2,1,1,1,1,صالة كبيره,,,0,,0,,0,,300,شيكل,90
2020-03-21,242722,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,0,,2,,,1,نعم,1,نعم,0,,700,دولار,700
2020-03-25,242724,RB,-  مدينة رام الله,apartment,B,6,4,4,1,1,3,3,3,300,100,1,نعم,0,,1,نعم,800,دولار,800
2020-03-28,242725,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,3,3,نعم,,,1,نعم,1,نعم,1,نعم,800,دولار,800
2020-03-21,242726,RB,- الطيرة,Roof,A,2,2,2,1,1,2,2,1,130,140,0,,1,نعم,1,نعم,800,دولار,800
2020-03-21,242727,RB,-  مدينة البيرة,apartment,B,2,1,1,1,1,1,1,يوجد,150,100,0,,1,نعم,0,,1500,شيكل,450
2020-03-22,242733,RB,-  مدينة البيرة,apartment,B,3,3,3,1,1,1,1,صالة- صالون,170,,1,نعم,1,نعم,0,,650,دولار,650
2020-03-22,242734,N,-  مدينة نابلس,apartment,B,2,1,1,1,1,0,,صالون,,,0,,0,,0,,1500,دينار,2115
2020-03-22,242735,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,3,3,صالة كبيرة مع صالة طاولة سفرة,145,145,1,نعم,1,نعم,1,نعم,750,دولار,750
2020-03-22,242739,N,- بيت وزن,apartment,B,3,2,2,1,1,1,1,1,150,0,0,,0,,0,,3000,دينار,4230
2020-04-20,242740,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,0,,صالة كبيرة,140,,1,نعم,1,نعم,0,,500,دولار,500
2020-03-22,242742,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,0,,,140,,1,نعم,1,نعم,0,,400,دولار,400
2020-03-22,242743,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,0,,,140,,1,نعم,1,نعم,0,,400,دولار,400
2020-03-22,242744,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,0,0,0,30,,1,نعم,1,نعم,0,,350,دولار,350
2020-03-22,242745,RB,-  مدينة رام الله,apartment,A,2,2,2,1,1,0,0,1,100,,1,نعم,1,نعم,0,,600,دولار,600
2020-03-22,242748,RB,- الطيرة,apartment,B,4,3,3,1,1,2,2,يوجد صالة كبيره,150,0,0,,0,,0,,800,دولار,800
2020-03-22,242749,JR,- العيزرية,apartment,B,3,3,3,2,2,3,3,صالة ومطبخ واسعة,160,,0,,0,,0,,1300,شيكل,390
2020-03-22,242752,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,2,170,,1,نعم,1,نعم,1,نعم,700,دولار,700
2020-03-22,242753,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,1,1,2,170,,1,نعم,1,نعم,1,نعم,700,دولار,700
2020-03-22,242754,RB,-  مدينة رام الله,Roof,A,2,1,1,1,1,1,1,قعدة صغيرة مع المطبخ,,,1,نعم,1,نعم,0,,600,دولار,600
2020-03-22,242755,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,0,,صالة,,,0,,0,,0,,1400,شيكل,420
2020-03-22,242756,RB,-  مدينة البيرة,apartment,A,1,1,1,1,1,0,,صالة,,,0,,0,,0,,400,دولار,400
2020-03-23,242759,RB,-  مدينة رام الله,apartment,B,3,1,1,1,1,1,1,صالة كبيرة,120,550,0,,0,,0,,450,دولار,450
2020-03-24,242760,RB,- الطيرة,apartment,A,1,1,1,0,,0,,,,,1,نعم,0,,0,,300,دولار,300
2020-03-25,242768,RB,-  مدينة رام الله,apartment,B,4,3,3,1,1,2,2,صاله وصالون كبيره,190,190,1,نعم,1,نعم,0,,600,دولار,600
2020-03-29,242770,RB,-  مدينة البيرة,apartment,B,2,1,1,1,1,0,,صالة,,,0,,0,,0,,1500,شيكل,450
2020-03-26,242780,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,1,1,صالة- صالون,160,,1,نعم,1,نعم,0,,550,دولار,550
2020-03-28,242785,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,1,1,صالة على صالون,,,0,,0,,0,,1200,شيكل,360
2020-03-28,242789,H,- حلحول,apartment,B,3,2,2,1,1,2,2,صاله كبيرة,120,,0,,0,,0,,1200,شيكل,360
2020-03-28,242792,T,-  مدينة طولكرم,apartment,B,3,1,1,1,1,0,,غرفتين نوم وصاله كبيره مع ساحه كبيره,150,500,0,,0,,0,,1800,دينار,2538
2020-03-28,242794,RB,-  مدينة رام الله,apartment,A,2,2,2,1,1,0,0,يوجد,,,1,نعم,1,نعم,0,,600,دولار,600
2020-03-28,242795,N,-  مدينة نابلس,apartment,A,4,1,1,1,1,1,1,نعم,120,,0,,0,,0,,2500,شيكل,750
2020-03-28,242797,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,1,1,صالة,,,1,نعم,1,نعم,0,,1600,دولار,1600
2020-03-28,242800,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,0,,,,,0,,0,,0,,400,شيكل,120
2020-03-28,242801,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,1,1,كبيرة,175,,1,نعم,1,نعم,0,,700,دولار,700
2020-03-29,242805,T,-  مدينة طولكرم,apartment,B,3,2,2,1,1,1,1,صالة,,,0,,0,,0,,1900,دينار,2679
2020-03-29,242806,RB,-  مدينة رام الله,apartment,A,2,1,1,1,1,1,1,1,,,0,,0,,0,,1400,شيكل,420
2020-03-29,242807,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,1,1,1,,,0,,0,,0,,1200,شيكل,360
2020-03-29,242808,RB,- بيتونيا,apartment,B,3,2,2,1,1,1,1,2,,,1,نعم,1,نعم,0,,1400,شيكل,420
